numero,nombre_cientifico,nombre_comun,rango,cantidad_observaciones,enlaces_observaciones
225,Calidris alba,No disponible,species,9,"327575748, 320568476, 318477025, 315167299, 310961929, 308075144, 281086903, 269506748, 269501185"
226,Pseudolycaena damo,No disponible,species,9,"327569864, 326964370, 326193326, 319505315, 319252742, 319212424, 318024462, 308638626, 294461899"
227,Salvia misella,No disponible,species,9,"327405180, 324115287, 319395003, 319073135, 318554377, 303741430, 271263633, 269501568, 269063703"
228,Heraclides rumiko,No disponible,species,9,"326883245, 326478486, 322820506, 319426538, 319295045, 319252761, 319212359, 288014068, 287211721"
229,Pandion haliaetus,No disponible,species,9,"326584013, 325725043, 318487699, 315041678, 296626578, 292991856, 290733913, 271311747, 270670952"
230,Hypsiglena torquata,night snake,species,9,"326491529, 324946631, 316448833, 296185611, 292786622, 292006475, 284558333, 282762978, 272067255"
231,Menemerus bivittatus,No disponible,species,9,"326046599, 325263921, 325263769, 324102611, 317803379, 299690498, 298691837, 287403964, 269484028"
232,Sceloporus clarkii,"Bejori de Clark del Sur [boulengeri], Bejori de Clark del Norte [clarkii], Clark's Spiny Lizard, Stejneger’s Spiny Lizard, Southern Clark’s Lizard [boulengeri], Sonoran Spiny Lizard [clarkii], Plateau Spiny Lizard, El Fuerte Basin Spiny Lizard",species,9,"325969933, 287213193, 282687378, 278579702, 278579690, 278579662, 278579654, 278559570, 278512631"
233,Cochlearius cochlearius,Boat-billed Heron (Southern),species,9,"323664128, 323537864, 318071890, 316186976, 312532157, 303751738, 303635541, 303620059, 298636553"
234,Eurema proterpia,No disponible,species,9,"322494205, 318769287, 318533192, 315719167, 315182856, 314455890, 310643103, 309348141, 305564345"
235,Agkistrodon bilineatus,Cantil viper,species,9,"322288664, 317054735, 310381484, 306438592, 300593046, 300555191, 300332087, 272543259, 272067256"
236,Tridax procumbens,No disponible,species,9,"319784089, 318554375, 314887924, 297795240, 295050988, 272629050, 272624658, 272624628, 271713637"
237,Priva lappulacea,No disponible,species,9,"319656583, 319611373, 319302031, 319254234, 319081837, 318656762, 315675931, 314934926, 272629043"
238,Hura polyandra,No disponible,species,9,"319612261, 319269050, 318963908, 318554395, 318528928, 318439703, 308358891, 298866301, 272756334"
239,Anteos maerula,No disponible,species,9,"319612201, 318469150, 310286035, 309982163, 305636418, 305636414, 302027206, 296614745, 291414012"
240,Huaina inca,No disponible,species,9,"319573623, 319295410, 319055753, 318946773, 318784102, 318475533, 312527385, 311070295, 307649609"
241,Senticolis triaspis,No disponible,species,9,"319295456, 315450403, 310214927, 310214776, 300536683, 300536682, 294874371, 287178778, 287069994"
242,Vachellia hindsii,No disponible,species,9,"319255243, 319212458, 319009309, 318946758, 318606692, 318554400, 318504590, 318464545, 278133588"
243,Petiveria alliacea,No disponible,species,9,"319202508, 315667623, 315333709, 314933945, 314930132, 314895753, 314878022, 313680287, 307314557"
244,Anous stolidus,No disponible,species,9,"317905800, 317905795, 317905752, 291952376, 282706886, 278579578, 278564402, 278564390, 278140798"
245,Onychoprion fuscatus,No disponible,species,9,"317905798, 317905756, 278579579, 278579569, 278564412, 278512613, 278512612, 278512603, 278141665"
246,Schistocerca camerata,No disponible,species,9,"315335836, 315334412, 314933969, 314930246, 314928189, 314928148, 313169716, 310643508, 309982221"
247,Rynchops niger,No disponible,species,9,"315321916, 312345801, 303303107, 303303102, 303303098, 303303095, 303303074, 300012014, 299409150"
248,Sternula antillarum,amerikadvergterne,species,9,"315321903, 309418330, 283990151, 283747482, 283747475, 283715926, 283715924, 276786220, 275900496"
249,Elanus leucurus,"Elanio maromero, White-tailed Kite, Amerikaanse Grijze Wouw, Hvidhalet Glente, Hvithaleglente, Nibbio codabianca, Weißschwanzaar, ameerika hõbehaugas, amerikai kuhi, amerikanliitohaukka, baltastes klīja, baltauodegis palšasis peslys, elani de cua blanca, gavião-peneira, kaniuk amerykański, luniak bielochvostý, luněc americký, vitstjärtad glada, Élanion à queue blanche, Белохвостый дымчатый коршун, オジロトビ, 白尾鳶, 白尾鸢",species,9,"315053576, 308348697, 292991799, 290514319, 290514289, 290514122, 271295483, 271295482, 271263585"
250,Chordeiles acutipennis,No disponible,species,9,"312012963, 292991813, 290733929, 290733822, 290733713, 281122044, 280660315, 272380812, 269318380"
251,Eunica monima,No disponible,species,9,"309982177, 301752726, 300047482, 297454305, 295527547, 295293594, 293278095, 293020276, 292771590"
252,Ipomoea bracteata,No disponible,species,9,"305271633, 280142100, 272616759, 272616748, 272616740, 271311779, 271311753, 271059683, 270906733"
253,Sturnella lilianae,Lilian's Meadowlark,species,9,"302656580, 299982243, 290733685, 290518784, 290514293, 290514228, 290514144, 279524446, 272261623"
254,Buteo jamaicensis fumosus,Red-tailed Hawk (fumosus),subspecies,9,"298030596, 296183683, 289402888, 289066295, 289066262, 284617326, 282814030, 278798915, 269480152"
255,Roseodendron donnell-smithii,No disponible,species,9,"297164985, 273429826, 272748146, 272570727, 272386675, 272279999, 272018990, 271582423, 270671618"
256,Ipomoea pedicellaris,No disponible,species,8,"328065896, 327576745, 326890588, 326095682, 324795497, 322805054, 322704687, 313192435"
257,Salvia prasiifolia,No disponible,species,8,"327936594, 327802027, 314958663, 314958660, 314914971, 314914950, 314914949, 314914828"
258,Ipomoea hederifolia,No disponible,species,8,"327884162, 326721666, 322805882, 319782814, 319289027, 319252684, 319181704, 319169974"
259,Forpus cyanopygius,"Cotorrita mexicana, Mexican Parrotlet, Blaubürzel-Sperlingspapagei, Mexicaanse Muspapegaai, Mexicansk Spurvepapegøje, Pappagallino del Messico, Sinaloaspurvepapegøye, Toui du Mexique, cotorreta de Mèxic, kékszárnyú verébpapagáj, mehhiko värbpapagoi, meksikinė žvirblinė papūgėlė, meksikonaranen, mexikansk sparvpapegoja, papagájik zeleno-modrý, papoušíček modravý, tuim-mexicano, wróbliczka turkusowa, Мексиканский воробьиный попугайчик, メキシコルリハシインコ, 蓝腰鹦哥, 藍腰鸚哥",species,8,"327803659, 327623176, 308830488, 288593774, 278799210, 276657139, 276653282, 276652982"
260,Mecistogaster ornata,No disponible,species,8,"327673718, 327455785, 325782382, 321421726, 319252712, 319053048, 318551839, 287486795"
261,Ipomoea nil,"Japanese morning glory, qian niu",species,8,"327584098, 324187710, 321349276, 319600294, 319294048, 318900654, 314589198, 270422953"
262,Didelphis virginiana,"North American opossum, Virginia opossum",species,8,"327570483, 315426985, 311389224, 299391742, 291947698, 290733818, 269906097, 269822737"
263,Thamnophis validus,No disponible,species,8,"327189984, 323877974, 318586362, 318537975, 318161016, 292991873, 290726513, 282996797"
264,Umbonia crassicornis,No disponible,species,8,"326108155, 282814113, 282814112, 280308380, 280302349, 280302348, 280297069, 280297068"
265,Tigrisoma mexicanum,"Avetigre mejicana, Bare-throated Tiger Heron, Airone tigrato golanuda, Gråkindet Tigerhejre, Gråkinntigerhegre, Mexicaanse Tijgerroerdomp, Nacktkehlreiher, Onoré du Mexique, bukač středoamerický, csupasztorkú tigrisgém, isotiikerihaikara, martinet tigrat golagroc, mexikansk tigerhäger, plikakaklis tigrinis garnys, socó-boi-mexicano, suur-tiigerhüüp, tigrovanec žltohrdlý, tygryska nagobroda, Гологорлая тигровая цапля, ハゲノドトラフサギ, 裸喉虎斑鷺, 裸喉虎鹭",species,8,"325877422, 303751742, 291696189, 285841919, 280209863, 272218594, 270844264, 269691137"
266,Goniopsis pulchra,No disponible,species,8,"325824504, 313169723, 297794445, 297782188, 297780954, 278572253, 278572021, 277101941"
267,Cleome viscosa,No disponible,species,8,"325617610, 325584579, 318805398, 315385613, 310491381, 302593376, 272629154, 270958093"
268,Felimare agassizii,No disponible,species,8,"325387477, 325387475, 325387474, 325387472, 325387471, 325387470, 324637571, 321989139"
269,Nyctidromus albicollis,No disponible,species,8,"325190801, 313052277, 298761508, 298043909, 293060598, 290733793, 288394349, 281274487"
270,Distimake quinquefolius,No disponible,species,8,"324962316, 324247222, 319072545, 318643739, 316623443, 294870441, 287213218, 273705784"
271,Panoquina ocola,No disponible,species,8,"324115288, 318786443, 294072792, 291409381, 291350672, 287213195, 287211685, 286074492"
272,Trimorphodon paucimaculatus,"Sinaloan lyresnake, Sinaloan Lyresnake",species,8,"323939303, 320983682, 316301690, 308506285, 306351656, 293237963, 286064202, 278900560"
273,Phaethon aethereus,"Rabijunco etéreo, Red-billed Tropicbird, Fetonte, Phaéton à bec rouge, Roodsnavelkeerkringvogel, Rooibekpylstert, Rotschnabel-Tropikvogel, Rødnebbtropikkfugl, Rødnæbbet Tropikfugl, cuajonc bec-roig, faeton białosterny, faeton červenozobý, grahasti tropik, rabo-de-palha, raudonsnapis fajetonas, rödnäbbad tropikfågel, sarkanknābja faetons, suomutropiikkilintu, viir-troopikalind, vöröscsőrű trópusimadár, Красноклювый фаэтон, アカハシネッタイチョウ, 紅嘴熱帶鳥, 红嘴鹲",species,8,"323502990, 317905749, 303023850, 297489270, 294764009, 278512627, 278128303, 275339046"
274,Evolvulus alsinoides,No disponible,species,8,"322822195, 322615794, 319799734, 319782968, 315713773, 308830575, 302023262, 299318494"
275,Leptodactylus melanonotus,No disponible,species,8,"322668239, 321932271, 320743995, 319377283, 318586115, 318505742, 312436343, 309358029"
276,Anticarsia gemmatalis,velvetbean caterpillar,species,8,"321537748, 319201502, 314490361, 314455879, 307624414, 304595388, 304070033, 302141153"
277,Oryctes rhinoceros,No disponible,species,8,"321037319, 311554133, 306058654, 297755508, 292461682, 285871044, 281954377, 275565466"
278,Geranoaetus albicaudatus,No disponible,species,8,"320788868, 319505310, 319290075, 313276621, 290733906, 288499149, 279526106, 269822740"
279,Craugastor augusti,"barking frog, robber frog",species,8,"319999444, 318756803, 306388679, 305105389, 302025288, 297269107, 297221536, 295308448"
280,Psidium guajava,No disponible,species,8,"319605652, 300520013, 300275142, 296606168, 296134428, 280268584, 279607363, 279220592"
281,Craugastor occidentalis,No disponible,species,8,"319587090, 319054892, 314455880, 310382252, 307894449, 305105380, 304507374, 304295772"
282,Dahlia coccinea,No disponible,species,8,"319388212, 315719191, 314455896, 309344811, 307176874, 305633513, 303785803, 294684669"
283,Chlosyne theona mullinsi,No disponible,subspecies,8,"319300635, 314008391, 311360608, 309982227, 309982216, 305943410, 304278763, 301087602"
284,Camponotus sericeiventris,No disponible,species,8,"319296592, 319212420, 318946853, 318533233, 302031113, 299340160, 289748381, 288593720"
285,Martynia annua,No disponible,species,8,"319289006, 318460418, 307178571, 306300818, 305914874, 305209627, 304813585, 303466528"
286,Ruellia simplex,No disponible,species,8,"319209902, 308011490, 307963969, 307039621, 294842232, 280302335, 272624626, 272623229"
287,Nannotrigona perilampoides,No disponible,species,8,"318946770, 318946767, 310681423, 310680107, 307350156, 304149447, 302840036, 286449700"
288,Anas diazi,No disponible,species,8,"318709243, 297500192, 292911700, 290808958, 290514211, 290514196, 280971897, 273653681"
289,Haematopus palliatus,American Oystercatcher,species,8,"318538699, 315339419, 310273798, 308074626, 306657655, 287748414, 284619045, 269507501"
290,Melozone kieneri,brunkinnspurv,species,8,"317923453, 305712474, 291943222, 289753812, 289748370, 288529365, 282125992, 271713642"
291,Cyanocorax sanblasianus,"Chara de San Blas, San Blas Jay, Acapulco indigószajkó, Acapulcoblaurabe, Acapulcogaai, Blåryggskrike, Geai de San Blas, Ghiandaia di San Blas, San Blas-blåskade, akapulkinis margasis kėkštas, gaig de San Blas, kapuciarka mangrovová, kookose-sininäär, mangroveharakka, modrowronka stokowa, sanblasskrika, sojka západomexická, Акапульская чёрно-синяя сойка, ヌレバカケス, 聖布拉斯冠鴉, 黑蓝冠鸦",species,8,"317530823, 305268301, 293059346, 293059345, 283510542, 278843551, 272621114, 269370062"
292,Acmaeodera impluviata,No disponible,species,8,"315676611, 315597932, 315597927, 315334622, 314008393, 305586337, 304813376, 304549142"
293,Sceloporus huichol,No disponible,species,8,"313276616, 305105376, 304322700, 304317197, 297739521, 297527882, 297527804, 294227157"
294,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,species,8,"305033583, 292991808, 290733778, 290733754, 290733709, 290733645, 286636315, 282932118"
295,Eurytides epidaus tepicus,No disponible,subspecies,8,"303914074, 302618926, 298717098, 295430345, 295393280, 294135101, 292987051, 288522706"
296,Eurytides philolaus philolaus,No disponible,subspecies,8,"303913658, 298702738, 298223903, 294396619, 293040448, 293024574, 292629264, 288523292"
297,Solanum ferrugineum,No disponible,species,8,"301689686, 297440432, 291983696, 283025006, 277234692, 272084458, 271323254, 269063626"
298,Myiodynastes luteiventris,No disponible,species,8,"299982722, 299761060, 296037372, 295296962, 293059332, 288529443, 277091428, 274422615"
299,Porpita porpita,No disponible,species,8,"285799557, 276097042, 271961122, 270938982, 270320812, 269700245, 269696074, 269545062"
300,Periplaneta americana,No disponible,species,7,"328131373, 322836285, 314600019, 298599953, 296927368, 280302378, 271139763"
301,Cyclocephala lunulata,No disponible,species,7,"328012575, 328012120, 324102607, 319277291, 318428837, 318360901, 317313257"
302,Myiopsitta monachus,"Cotorra argentina, Monk Parakeet, Conure veuve, Monniksparkiet, Munkeparakit, Munkeparakitt, Mönchssittich, Parrocchetto monaco, barátpapagáj, caturrita, cotorreta de pit gris, meniška papiga, mnicha, mních zelený, munkkiaratti, munkpapagoi, munkparakit, mūku papagailis, papoušek mniší, paprastoji kalita, Калита, オキナインコ, 和尚鸚哥, 灰胸鹦哥",species,7,"327592602, 295320423, 295320011, 292909540, 290514234, 290514233, 290514229"
303,Tecoma stans,No disponible,species,7,"327584158, 319595928, 318733153, 304725085, 294474872, 292242274, 276245447"
304,Heraclides thoas autocles,No disponible,subspecies,7,"327422199, 316589279, 311346525, 306510847, 305636455, 305636386, 305636384"
305,Vireo hypochryseus,gulvireo,species,7,"327354976, 295296971, 295237507, 290001767, 288529422, 288529385, 274422589"
306,Emerita rathbunae,No disponible,species,7,"327251537, 303289668, 300461000, 293305635, 289121446, 271092787, 269329391"
307,Camponotus planatus,No disponible,species,7,"327028185, 326848928, 308817791, 301656511, 296338539, 287486794, 287402131"
308,Lutjanus argentiventris,yellow snapper,species,7,"326527390, 324975734, 321878261, 301689976, 288627007, 288376979, 277719650"
